id, number, label
1498, 7, EASY
1499, 8, EASY
1500, 7, HARD
1501, 9, EASY
1502, 8, EASY
1503, 3, EASY
1504, 0, EASY
1505, 7, EASY
1506, 2, EASY
1507, 7, EASY
1508, 9, EASY
1509, 4, EASY
1510, 5, EASY
1511, 4, EASY
1512, 9, EASY
1513, 3, EASY
1514, 2, EASY
1515, 1, EASY
1516, 4, EASY
1517, 0, EASY
1518, 2, EASY
1519, 3, EASY
1520, 7, EASY
1521, 5, EASY
1522, 7, HARD
1523, 8, EASY
1524, 8, EASY
1525, 5, HARD
1526, 0, EASY
1527, 1, HARD
1528, 1, EASY
1529, 4, EASY
1530, 8, HARD
1531, 3, EASY
1532, 9, EASY
1533, 0, EASY
1534, 0, EASY
1535, 0, EASY
1536, 6, EASY
1537, 6, EASY
1538, 2, EASY
1539, 3, EASY
1540, 7, EASY
1541, 8, EASY
1542, 4, EASY
1543, 7, EASY
1544, 7, EASY
1545, 9, EASY
1546, 2, EASY
1547, 4, EASY
1548, 1, EASY
1549, 4, HARD
1550, 5, EASY
1551, 2, EASY
1552, 4, EASY
1553, 9, HARD
1554, 9, EASY
1555, 1, EASY
1556, 8, EASY
1557, 4, EASY
1558, 0, EASY
1559, 9, HARD
1560, 8, EASY
1561, 4, EASY
1562, 8, EASY
1563, 7, EASY
1564, 7, EASY
1565, 0, EASY
1566, 7, EASY
1567, 8, EASY
1568, 8, EASY
1569, 6, HARD
1570, 0, EASY
1571, 4, EASY
1572, 8, EASY
1573, 8, EASY
1574, 2, EASY
1575, 4, EASY
1576, 7, EASY
1577, 6, EASY
1578, 6, EASY
1579, 6, EASY
1580, 4, EASY
1581, 7, HARD
1582, 1, EASY
1583, 8, EASY
1584, 8, EASY
1585, 2, EASY
1586, 3, EASY
1587, 6, EASY
1588, 3, EASY
1589, 0, EASY
1590, 0, EASY
1591, 3, EASY
1592, 7, EASY
1593, 6, EASY
1594, 9, EASY
1595, 7, EASY
1596, 9, EASY
1597, 9, EASY
1598, 5, EASY
1599, 4, EASY
1600, 3, EASY
1601, 3, EASY
1602, 6, EASY
1603, 1, EASY
1604, 2, EASY
1605, 3, EASY
1606, 7, EASY
1607, 3, EASY
1608, 3, EASY
1609, 2, HARD
1610, 0, EASY
1611, 3, EASY
1612, 3, EASY
1613, 8, EASY
1614, 4, EASY
1615, 3, EASY
1616, 6, EASY
1617, 3, EASY
1618, 5, EASY
1619, 0, EASY
1620, 2, EASY
1621, 0, EASY
1622, 9, EASY
1623, 0, EASY
1624, 7, EASY
1625, 4, EASY
1626, 6, EASY
1627, 9, EASY
1628, 3, EASY
1629, 5, EASY
1630, 1, EASY
1631, 9, EASY
1632, 6, EASY
1633, 1, EASY
1634, 4, HARD
1635, 5, EASY
1636, 4, EASY
1637, 5, EASY
1638, 0, EASY
1639, 5, EASY
1640, 9, HARD
1641, 5, EASY
1642, 2, EASY
1643, 1, EASY
1644, 2, HARD
1645, 9, EASY
1646, 1, EASY
1647, 9, EASY
1648, 9, EASY
1649, 4, EASY
1650, 0, EASY
1651, 8, EASY
1652, 4, EASY
1653, 5, EASY
1654, 2, EASY
1655, 9, EASY
1656, 2, EASY
1657, 1, EASY
1658, 2, EASY
1659, 1, EASY
1660, 7, EASY
1661, 3, EASY
1662, 6, EASY
1663, 8, EASY
1664, 8, EASY
1665, 4, EASY
1666, 9, EASY
1667, 1, EASY
1668, 9, EASY
1669, 8, EASY
1670, 5, EASY
1671, 7, EASY
1672, 5, EASY
1673, 1, EASY
1674, 1, EASY
1675, 8, EASY
1676, 6, EASY
1677, 5, EASY
1678, 2, HARD
1679, 4, EASY
1680, 4, EASY
1681, 3, HARD
1682, 2, EASY
1683, 3, EASY
1684, 5, EASY
1685, 6, EASY
1686, 8, EASY
1687, 8, EASY
1688, 6, EASY
1689, 2, EASY
1690, 3, EASY
1691, 1, EASY
1692, 0, EASY
1693, 5, EASY
1694, 8, EASY
1695, 9, EASY
1696, 2, HARD
1697, 9, EASY
1698, 6, EASY
1699, 7, EASY
1700, 0, EASY
1701, 4, EASY
1702, 8, EASY
1703, 7, EASY
1704, 1, EASY
1705, 7, EASY
1706, 4, EASY
1707, 1, EASY
1708, 0, EASY
1709, 9, HARD
1710, 7, EASY
1711, 2, EASY
1712, 0, EASY
1713, 0, EASY
1714, 9, EASY
1715, 1, EASY
1716, 7, EASY
1717, 8, HARD
1718, 7, HARD
1719, 8, EASY
1720, 4, EASY
1721, 7, EASY
1722, 2, HARD
1723, 0, EASY
1724, 4, EASY
1725, 6, EASY
1726, 0, EASY
1727, 3, EASY
1728, 1, EASY
1729, 1, EASY
1730, 3, EASY
1731, 3, EASY
1732, 9, HARD
1733, 6, EASY
1734, 7, EASY
1735, 4, EASY
1736, 1, EASY
1737, 5, EASY
1738, 3, EASY
1739, 0, EASY
1740, 8, EASY
1741, 7, EASY
1742, 3, EASY
1743, 9, EASY
1744, 6, EASY
1745, 9, EASY
1746, 3, EASY
1747, 5, EASY
1748, 0, EASY
1749, 2, EASY
1750, 7, EASY
1751, 4, HARD
1752, 5, EASY
1753, 1, EASY
1754, 7, HARD
1755, 5, EASY
1756, 8, EASY
1757, 0, EASY
1758, 8, EASY
1759, 8, EASY
1760, 1, EASY
1761, 5, EASY
1762, 0, EASY
1763, 3, EASY
1764, 0, EASY
1765, 3, HARD
1766, 1, EASY
1767, 4, EASY
1768, 0, EASY
1769, 3, EASY
1770, 7, EASY
1771, 2, EASY
1772, 7, HARD
1773, 1, EASY
1774, 8, HARD
1775, 0, EASY
1776, 7, EASY
1777, 0, EASY
1778, 4, EASY
1779, 3, EASY
1780, 1, EASY
1781, 9, EASY
1782, 8, EASY
1783, 7, EASY
1784, 7, EASY
1785, 1, EASY
1786, 4, EASY
1787, 9, EASY
1788, 9, EASY
1789, 3, EASY
1790, 2, HARD
1791, 1, EASY
1792, 7, EASY
1793, 9, EASY
1794, 0, EASY
1795, 2, EASY
1796, 0, EASY
1797, 3, EASY
1798, 3, EASY
1799, 7, EASY
1800, 6, HARD
1801, 9, EASY
1802, 2, EASY
1803, 3, EASY
1804, 3, EASY
1805, 7, EASY
1806, 7, EASY
1807, 0, EASY
1808, 0, EASY
1809, 7, EASY
1810, 5, EASY
1811, 2, EASY
1812, 9, EASY
1813, 8, HARD
1814, 7, EASY
1815, 4, EASY
1816, 4, EASY
1817, 2, EASY
1818, 6, EASY
1819, 6, EASY
1820, 1, EASY
1821, 9, EASY
1822, 6, EASY
1823, 8, EASY
1824, 2, EASY
1825, 9, EASY
1826, 0, EASY
1827, 8, EASY
1828, 3, HARD
1829, 1, EASY
1830, 1, EASY
1831, 6, EASY
1832, 3, EASY
1833, 5, EASY
1834, 1, EASY
1835, 1, EASY
1836, 1, EASY
1837, 3, EASY
1838, 1, EASY
1839, 2, EASY
1840, 3, EASY
1841, 0, EASY
1842, 2, EASY
1843, 0, EASY
1844, 1, EASY
1845, 3, EASY
1846, 5, EASY
1847, 5, EASY
1848, 7, EASY
1849, 4, EASY
1850, 8, HARD
1851, 9, EASY
1852, 6, EASY
1853, 9, EASY
1854, 6, EASY
1855, 8, HARD
1856, 3, EASY
1857, 6, EASY
1858, 6, EASY
1859, 8, EASY
1860, 5, EASY
1861, 1, EASY
1862, 4, EASY
1863, 2, EASY
1864, 4, EASY
1865, 4, HARD
1866, 5, EASY
1867, 1, EASY
1868, 1, EASY
1869, 9, EASY
1870, 0, EASY
1871, 2, EASY
1872, 4, EASY
1873, 9, EASY
1874, 5, EASY
1875, 7, EASY
1876, 1, EASY
1877, 8, EASY
1878, 8, HARD
1879, 5, EASY
1880, 6, EASY
1881, 9, EASY
1882, 8, EASY
1883, 7, EASY
1884, 1, EASY
1885, 1, EASY
1886, 6, EASY
1887, 7, EASY
1888, 6, EASY
1889, 3, EASY
1890, 2, EASY
1891, 2, EASY
1892, 0, EASY
1893, 8, EASY
1894, 9, EASY
1895, 2, EASY
1896, 5, EASY
1897, 1, EASY
1898, 0, EASY
1899, 8, HARD
1900, 1, EASY
1901, 9, HARD
1902, 5, EASY
1903, 7, HARD
1904, 9, EASY
1905, 6, EASY
1906, 9, EASY
1907, 0, EASY
1908, 6, EASY
1909, 1, EASY
1910, 5, EASY
1911, 5, EASY
1912, 8, EASY
1913, 3, EASY
1914, 8, EASY
1915, 2, EASY
1916, 6, EASY
1917, 5, HARD
1918, 0, EASY
1919, 7, EASY
1920, 4, EASY
1921, 6, EASY
1922, 1, EASY
1923, 3, EASY
1924, 4, EASY
1925, 7, EASY
1926, 3, HARD
1927, 2, EASY
1928, 3, EASY
1929, 4, EASY
1930, 2, EASY
1931, 5, EASY
1932, 2, EASY
1933, 7, EASY
1934, 1, EASY
1935, 7, EASY
1936, 2, EASY
1937, 6, EASY
1938, 4, HARD
1939, 1, EASY
1940, 5, HARD
1941, 7, EASY
1942, 8, HARD
1943, 6, EASY
1944, 0, EASY
1945, 1, EASY
1946, 8, EASY
1947, 2, EASY
1948, 5, EASY
1949, 7, EASY
1950, 7, EASY
1951, 6, EASY
1952, 9, HARD
1953, 3, EASY
1954, 5, EASY
1955, 8, EASY
1956, 4, EASY
1957, 2, EASY
1958, 4, EASY
1959, 0, EASY
1960, 8, EASY
1961, 8, EASY
1962, 3, EASY
1963, 4, EASY
1964, 9, EASY
1965, 2, EASY
1966, 7, EASY
1967, 5, EASY
1968, 8, EASY
1969, 6, EASY
1970, 5, HARD
1971, 6, EASY
1972, 0, EASY
1973, 8, HARD
1974, 6, EASY
1975, 7, EASY
1976, 3, EASY
1977, 6, EASY
1978, 4, EASY
1979, 9, EASY
1980, 4, EASY
1981, 6, EASY
1982, 6, HARD
1983, 3, EASY
1984, 2, HARD
1985, 4, EASY
1986, 1, EASY
1987, 0, EASY
1988, 1, EASY
1989, 4, EASY
1990, 6, EASY
1991, 2, EASY
1992, 9, EASY
1993, 1, EASY
1994, 1, EASY
1995, 0, EASY
1996, 6, EASY
1997, 3, EASY
1998, 9, EASY
1999, 5, EASY
2000, 6, EASY
2001, 5, HARD
2002, 6, EASY
2003, 5, EASY
2004, 8, HARD
2005, 4, EASY
2006, 6, EASY
2007, 4, EASY
2008, 3, EASY
2009, 9, EASY
2010, 1, EASY
2011, 3, EASY
2012, 4, EASY
2013, 1, EASY
2014, 9, EASY
2015, 1, EASY
2016, 7, HARD
2017, 1, EASY
2018, 1, EASY
2019, 9, EASY
2020, 3, EASY
2021, 5, EASY
2022, 4, EASY
2023, 0, EASY
2024, 7, HARD
2025, 3, EASY
2026, 6, EASY
2027, 1, EASY
2028, 7, EASY
2029, 5, EASY
2030, 5, EASY
2031, 3, EASY
2032, 3, EASY
2033, 0, EASY
2034, 1, EASY
2035, 5, HARD
2036, 7, EASY
2037, 5, EASY
2038, 8, EASY
2039, 6, EASY
2040, 5, HARD
2041, 1, EASY
2042, 0, EASY
2043, 4, HARD
2044, 2, HARD
2045, 3, EASY
2046, 4, EASY
2047, 6, EASY
2048, 7, EASY
2049, 9, EASY
2050, 8, EASY
2051, 1, EASY
2052, 8, HARD
2053, 4, HARD
2054, 9, EASY
2055, 2, EASY
2056, 8, EASY
2057, 6, EASY
2058, 2, EASY
2059, 7, EASY
2060, 0, EASY
2061, 0, EASY
2062, 6, EASY
2063, 7, HARD
2064, 5, EASY
2065, 8, EASY
2066, 6, EASY
2067, 0, EASY
2068, 9, EASY
2069, 3, EASY
2070, 7, HARD
2071, 1, EASY
2072, 3, EASY
2073, 5, EASY
2074, 4, EASY
2075, 3, EASY
2076, 3, EASY
2077, 5, EASY
2078, 5, EASY
2079, 6, EASY
2080, 3, EASY
2081, 0, EASY
2082, 2, EASY
2083, 3, EASY
2084, 4, EASY
2085, 2, EASY
2086, 3, EASY
2087, 0, EASY
2088, 9, EASY
2089, 9, EASY
2090, 4, EASY
2091, 7, EASY
2092, 2, EASY
2093, 8, HARD
2094, 4, EASY
2095, 7, EASY
2096, 0, EASY
2097, 6, EASY
2098, 2, HARD
2099, 8, EASY
2100, 5, EASY
2101, 2, EASY
2102, 8, EASY
2103, 5, EASY
2104, 7, EASY
2105, 3, EASY
2106, 0, EASY
2107, 8, HARD
2108, 2, EASY
2109, 3, HARD
2110, 2, HARD
2111, 8, EASY
2112, 2, EASY
2113, 5, EASY
2114, 5, EASY
2115, 7, EASY
2116, 6, EASY
2117, 4, EASY
2118, 6, HARD
2119, 8, EASY
2120, 4, EASY
2121, 8, EASY
2122, 2, EASY
2123, 7, EASY
2124, 4, EASY
2125, 5, EASY
2126, 2, EASY
2127, 0, EASY
2128, 3, EASY
2129, 9, HARD
2130, 4, HARD
2131, 6, EASY
2132, 7, EASY
2133, 2, EASY
2134, 5, EASY
2135, 6, HARD
2136, 1, EASY
2137, 1, EASY
2138, 2, HARD
2139, 3, EASY
2140, 6, EASY
2141, 7, EASY
2142, 8, EASY
2143, 7, EASY
2144, 6, EASY
2145, 4, EASY
2146, 8, EASY
2147, 9, EASY
2148, 4, EASY
2149, 8, EASY
2150, 6, EASY
2151, 3, EASY
2152, 8, EASY
2153, 3, EASY
2154, 1, EASY
2155, 0, EASY
2156, 6, EASY
2157, 2, EASY
2158, 2, EASY
2159, 5, EASY
2160, 6, EASY
2161, 9, EASY
2162, 5, EASY
2163, 8, EASY
2164, 1, EASY
2165, 4, EASY
2166, 1, EASY
2167, 7, EASY
2168, 8, EASY
2169, 4, EASY
2170, 6, EASY
2171, 1, EASY
2172, 8, EASY
2173, 4, EASY
2174, 3, EASY
2175, 1, EASY
2176, 2, EASY
2177, 8, EASY
2178, 0, EASY
2179, 8, EASY
2180, 5, EASY
2181, 9, EASY
2182, 1, HARD
2183, 4, EASY
2184, 2, EASY
2185, 0, HARD
2186, 2, HARD
2187, 7, EASY
2188, 0, EASY
2189, 9, HARD
2190, 0, EASY
2191, 2, EASY
2192, 5, EASY
2193, 7, EASY
2194, 6, EASY
2195, 7, EASY
2196, 9, EASY
2197, 4, EASY
2198, 2, EASY
2199, 6, EASY
2200, 2, EASY
2201, 4, EASY
2202, 4, EASY
2203, 8, EASY
2204, 0, EASY
2205, 4, EASY
2206, 4, EASY
2207, 5, EASY
2208, 8, EASY
2209, 0, EASY
2210, 6, EASY
2211, 8, EASY
2212, 9, EASY
2213, 8, EASY
2214, 5, EASY
2215, 6, HARD
2216, 9, EASY
2217, 0, EASY
2218, 4, EASY
2219, 8, EASY
2220, 7, EASY
2221, 1, EASY
2222, 3, EASY
2223, 4, EASY
2224, 5, HARD
2225, 8, EASY
2226, 0, EASY
2227, 9, EASY
2228, 1, EASY
2229, 3, EASY
2230, 3, EASY
2231, 6, EASY
2232, 9, HARD
2233, 8, EASY
2234, 7, EASY
2235, 1, EASY
2236, 0, EASY
2237, 5, EASY
2238, 7, EASY
2239, 1, EASY
2240, 7, EASY
2241, 5, EASY
2242, 2, EASY
2243, 7, EASY
2244, 9, EASY
2245, 1, EASY
2246, 8, EASY
2247, 5, EASY
2248, 2, EASY
2249, 4, EASY
2250, 9, EASY
2251, 4, EASY
2252, 7, EASY
2253, 2, EASY
2254, 2, EASY
2255, 3, EASY
2256, 4, EASY
2257, 9, EASY
2258, 1, EASY
2259, 9, EASY
2260, 2, EASY
2261, 1, EASY
2262, 7, EASY
2263, 9, EASY
2264, 4, EASY
2265, 4, EASY
2266, 1, HARD
2267, 6, EASY
2268, 7, EASY
2269, 2, EASY
2270, 7, EASY
2271, 8, EASY
2272, 8, HARD
2273, 1, EASY
2274, 9, EASY
2275, 7, EASY
2276, 1, EASY
2277, 1, EASY
2278, 7, EASY
2279, 5, EASY
2280, 3, EASY
2281, 3, EASY
2282, 5, EASY
2283, 1, EASY
2284, 3, EASY
2285, 7, EASY
2286, 6, EASY
2287, 1, EASY
2288, 3, EASY
2289, 8, EASY
2290, 7, EASY
2291, 5, HARD
2292, 9, EASY
2293, 9, HARD
2294, 0, EASY
2295, 0, EASY
2296, 2, EASY
2297, 8, EASY
2298, 8, EASY
2299, 2, HARD
2300, 3, EASY
2301, 7, EASY
2302, 1, EASY
2303, 3, EASY
2304, 0, EASY
2305, 3, HARD
2306, 4, EASY
2307, 4, EASY
2308, 3, EASY
2309, 8, EASY
2310, 9, EASY
2311, 2, EASY
2312, 3, EASY
2313, 9, EASY
2314, 7, EASY
2315, 1, EASY
2316, 1, EASY
2317, 7, EASY
2318, 0, EASY
2319, 4, EASY
2320, 9, EASY
2321, 6, EASY
2322, 5, EASY
2323, 9, EASY
2324, 1, EASY
2325, 7, HARD
2326, 0, EASY
2327, 2, EASY
2328, 0, EASY
2329, 0, EASY
2330, 4, EASY
2331, 6, EASY
2332, 7, EASY
2333, 0, EASY
2334, 7, EASY
2335, 1, EASY
2336, 4, EASY
2337, 6, EASY
2338, 4, EASY
2339, 5, EASY
2340, 4, EASY
2341, 9, EASY
2342, 9, HARD
2343, 1, EASY
2344, 7, EASY
2345, 9, EASY
2346, 5, EASY
2347, 3, EASY
2348, 3, EASY
2349, 8, EASY
2350, 2, EASY
2351, 3, EASY
2352, 6, EASY
2353, 2, EASY
2354, 2, EASY
2355, 1, EASY
2356, 1, EASY
2357, 1, EASY
2358, 1, EASY
2359, 1, EASY
2360, 6, EASY
2361, 9, EASY
2362, 8, EASY
2363, 4, EASY
2364, 3, EASY
2365, 7, EASY
2366, 1, EASY
2367, 6, EASY
2368, 4, EASY
2369, 5, HARD
2370, 0, EASY
2371, 4, HARD
2372, 7, EASY
2373, 4, EASY
2374, 2, EASY
2375, 4, EASY
2376, 0, EASY
2377, 7, EASY
2378, 0, EASY
2379, 1, EASY
2380, 9, HARD
2381, 8, HARD
2382, 8, EASY
2383, 6, EASY
2384, 0, EASY
2385, 0, EASY
2386, 4, EASY
2387, 9, HARD
2388, 6, EASY
2389, 8, EASY
2390, 2, EASY
2391, 2, EASY
2392, 3, EASY
2393, 8, HARD
2394, 4, EASY
2395, 8, HARD
2396, 2, EASY
2397, 2, EASY
2398, 1, EASY
2399, 7, EASY
2400, 5, EASY
2401, 4, EASY
2402, 4, EASY
2403, 0, EASY
2404, 4, EASY
2405, 3, EASY
2406, 9, HARD
2407, 7, EASY
2408, 3, EASY
2409, 1, EASY
2410, 0, EASY
2411, 1, EASY
2412, 2, EASY
2413, 5, EASY
2414, 9, EASY
2415, 2, EASY
2416, 1, EASY
2417, 0, EASY
2418, 1, EASY
2419, 8, EASY
2420, 9, EASY
2421, 1, EASY
2422, 6, HARD
2423, 8, EASY
2424, 3, EASY
2425, 8, HARD
2426, 9, EASY
2427, 3, EASY
2428, 6, EASY
2429, 2, EASY
2430, 8, EASY
2431, 3, EASY
2432, 2, EASY
2433, 2, HARD
2434, 1, EASY
2435, 0, EASY
2436, 4, EASY
2437, 2, EASY
2438, 9, EASY
2439, 2, EASY
2440, 4, EASY
2441, 3, EASY
2442, 7, EASY
2443, 9, EASY
2444, 1, EASY
2445, 5, EASY
2446, 2, EASY
2447, 4, EASY
2448, 9, EASY
2449, 0, EASY
2450, 3, EASY
2451, 8, EASY
2452, 5, EASY
2453, 3, EASY
2454, 6, EASY
2455, 0, EASY
2456, 9, EASY
2457, 4, EASY
2458, 6, EASY
2459, 2, EASY
2460, 5, EASY
2461, 0, EASY
2462, 2, HARD
2463, 7, EASY
2464, 4, EASY
2465, 6, EASY
2466, 6, EASY
2467, 8, EASY
2468, 6, EASY
2469, 6, EASY
2470, 8, EASY
2471, 6, EASY
2472, 9, EASY
2473, 1, EASY
2474, 7, EASY
2475, 2, EASY
2476, 5, EASY
2477, 9, EASY
2478, 9, EASY
2479, 0, EASY
2480, 7, EASY
2481, 2, EASY
2482, 7, EASY
2483, 6, EASY
2484, 7, EASY
2485, 0, EASY
2486, 6, EASY
2487, 5, EASY
2488, 2, HARD
2489, 4, EASY
2490, 7, EASY
2491, 2, EASY
2492, 0, EASY
2493, 9, EASY
2494, 9, EASY
2495, 2, EASY
2496, 2, EASY
2497, 9, EASY
2498, 4, EASY
2499, 4, EASY
2500, 2, EASY
2501, 3, EASY
2502, 3, EASY
2503, 2, EASY
2504, 1, EASY
2505, 7, EASY
2506, 0, EASY
2507, 7, EASY
2508, 6, EASY
2509, 4, EASY
2510, 1, EASY
2511, 3, EASY
2512, 8, EASY
2513, 7, EASY
2514, 4, HARD
2515, 5, EASY
2516, 9, EASY
2517, 2, EASY
2518, 5, EASY
2519, 1, EASY
2520, 8, EASY
2521, 7, EASY
2522, 3, EASY
2523, 7, EASY
2524, 1, EASY
2525, 5, EASY
2526, 5, HARD
2527, 0, EASY
2528, 9, EASY
2529, 1, EASY
2530, 4, EASY
2531, 0, EASY
2532, 6, EASY
2533, 3, EASY
2534, 3, HARD
2535, 6, EASY
2536, 0, EASY
2537, 4, EASY
2538, 9, EASY
2539, 7, EASY
2540, 5, EASY
2541, 1, EASY
2542, 6, EASY
2543, 8, EASY
2544, 9, EASY
2545, 5, EASY
2546, 5, EASY
2547, 7, EASY
2548, 9, EASY
2549, 3, EASY
2550, 8, EASY
2551, 3, EASY
2552, 8, EASY
2553, 1, EASY
2554, 5, EASY
2555, 3, EASY
2556, 5, HARD
2557, 0, EASY
2558, 5, EASY
2559, 5, HARD
2560, 3, HARD
2561, 8, EASY
2562, 6, EASY
2563, 7, EASY
2564, 7, EASY
2565, 7, EASY
2566, 3, EASY
2567, 7, EASY
2568, 0, EASY
2569, 5, EASY
2570, 9, EASY
2571, 0, EASY
2572, 2, EASY
2573, 5, HARD
2574, 5, EASY
2575, 3, EASY
2576, 1, EASY
2577, 7, EASY
2578, 7, HARD
2579, 8, EASY
2580, 6, EASY
2581, 5, EASY
2582, 9, HARD
2583, 3, EASY
2584, 8, EASY
2585, 9, EASY
2586, 5, HARD
2587, 3, EASY
2588, 7, EASY
2589, 9, EASY
2590, 1, EASY
2591, 7, EASY
2592, 0, EASY
2593, 0, EASY
2594, 3, EASY
2595, 7, EASY
2596, 2, EASY
2597, 5, EASY
2598, 8, HARD
2599, 1, EASY
2600, 8, EASY
2601, 6, EASY
2602, 2, EASY
2603, 9, EASY
2604, 5, EASY
2605, 7, EASY
2606, 5, EASY
2607, 7, HARD
2608, 8, EASY
2609, 6, EASY
2610, 2, HARD
2611, 5, EASY
2612, 1, EASY
2613, 4, EASY
2614, 8, EASY
2615, 4, EASY
2616, 5, EASY
2617, 8, EASY
2618, 3, EASY
2619, 0, EASY
2620, 6, EASY
2621, 2, EASY
2622, 7, EASY
2623, 3, EASY
2624, 3, EASY
2625, 2, EASY
2626, 1, EASY
2627, 0, EASY
2628, 7, EASY
2629, 3, EASY
2630, 4, EASY
2631, 0, EASY
2632, 3, EASY
2633, 9, EASY
2634, 3, EASY
2635, 2, HARD
2636, 8, EASY
2637, 9, EASY
2638, 0, EASY
2639, 3, EASY
2640, 8, EASY
2641, 0, EASY
2642, 7, EASY
2643, 6, EASY
2644, 5, EASY
2645, 4, EASY
2646, 7, EASY
2647, 3, EASY
2648, 9, HARD
2649, 0, EASY
2650, 8, EASY
2651, 6, EASY
2652, 2, EASY
2653, 5, EASY
2654, 6, HARD
2655, 1, EASY
2656, 0, EASY
2657, 0, EASY
2658, 4, EASY
2659, 4, EASY
2660, 0, EASY
2661, 1, EASY
2662, 2, EASY
2663, 3, EASY
2664, 2, EASY
2665, 7, EASY
2666, 7, EASY
2667, 8, EASY
2668, 5, EASY
2669, 2, EASY
2670, 5, HARD
2671, 7, EASY
2672, 6, EASY
2673, 9, EASY
2674, 1, EASY
2675, 4, EASY
2676, 1, EASY
2677, 6, EASY
2678, 4, EASY
2679, 2, EASY
2680, 4, EASY
2681, 3, EASY
2682, 5, EASY
2683, 4, EASY
2684, 3, EASY
2685, 9, EASY
2686, 5, EASY
2687, 0, EASY
2688, 1, EASY
2689, 5, EASY
2690, 3, EASY
2691, 8, EASY
2692, 9, EASY
2693, 1, EASY
2694, 9, EASY
2695, 7, EASY
2696, 9, EASY
2697, 5, EASY
2698, 5, EASY
2699, 2, EASY
2700, 7, EASY
2701, 4, EASY
2702, 6, EASY
2703, 0, EASY
2704, 1, EASY
2705, 1, EASY
2706, 1, EASY
2707, 0, EASY
2708, 4, EASY
2709, 4, EASY
2710, 7, EASY
2711, 6, EASY
2712, 3, EASY
2713, 0, HARD
2714, 0, EASY
2715, 4, EASY
2716, 3, EASY
2717, 0, EASY
2718, 6, EASY
2719, 1, EASY
2720, 9, HARD
2721, 6, EASY
2722, 1, EASY
2723, 3, EASY
2724, 8, EASY
2725, 1, EASY
2726, 2, EASY
2727, 5, EASY
2728, 6, EASY
2729, 2, EASY
2730, 7, HARD
2731, 3, EASY
2732, 6, EASY
2733, 0, EASY
2734, 1, EASY
2735, 9, EASY
2736, 7, EASY
2737, 6, EASY
2738, 6, EASY
2739, 8, EASY
2740, 9, EASY
2741, 2, EASY
2742, 9, EASY
2743, 5, EASY
2744, 8, EASY
2745, 3, EASY
2746, 1, EASY
2747, 0, EASY
2748, 0, EASY
2749, 7, EASY
2750, 6, EASY
2751, 6, EASY
2752, 2, EASY
2753, 1, EASY
2754, 6, EASY
2755, 9, EASY
2756, 3, EASY
2757, 1, EASY
2758, 8, EASY
2759, 6, EASY
2760, 9, HARD
2761, 0, EASY
2762, 6, EASY
2763, 0, EASY
2764, 0, EASY
2765, 0, EASY
2766, 6, EASY
2767, 3, EASY
2768, 5, EASY
2769, 9, EASY
2770, 3, HARD
2771, 4, HARD
2772, 5, EASY
2773, 5, EASY
2774, 8, EASY
2775, 5, EASY
2776, 3, EASY
2777, 0, EASY
2778, 4, EASY
2779, 0, EASY
2780, 2, HARD
2781, 9, EASY
2782, 6, EASY
2783, 8, EASY
2784, 2, EASY
2785, 3, EASY
2786, 1, EASY
2787, 2, EASY
2788, 1, EASY
2789, 1, EASY
2790, 5, EASY
2791, 6, EASY
2792, 9, EASY
2793, 8, HARD
2794, 0, EASY
2795, 6, EASY
2796, 6, EASY
2797, 5, EASY
2798, 5, EASY
2799, 3, EASY
2800, 8, EASY
2801, 6, EASY
2802, 2, EASY
2803, 1, EASY
2804, 4, EASY
2805, 5, EASY
2806, 4, EASY
2807, 3, EASY
2808, 7, EASY
2809, 8, EASY
2810, 5, HARD
2811, 0, EASY
2812, 9, EASY
2813, 3, EASY
2814, 5, EASY
2815, 1, EASY
2816, 1, EASY
2817, 0, EASY
2818, 4, EASY
2819, 4, EASY
2820, 7, EASY
2821, 0, EASY
2822, 1, EASY
2823, 7, EASY
2824, 0, EASY
2825, 1, EASY
2826, 6, EASY
2827, 1, EASY
2828, 4, EASY
2829, 5, EASY
2830, 6, EASY
2831, 6, EASY
2832, 5, HARD
2833, 7, EASY
2834, 8, EASY
2835, 4, EASY
2836, 4, EASY
2837, 7, EASY
2838, 2, EASY
2839, 5, EASY
2840, 3, EASY
2841, 7, EASY
2842, 0, EASY
2843, 7, EASY
2844, 7, EASY
2845, 9, EASY
2846, 6, EASY
2847, 4, EASY
2848, 2, EASY
2849, 8, EASY
2850, 5, HARD
2851, 7, EASY
2852, 8, HARD
2853, 3, EASY
2854, 9, EASY
2855, 5, EASY
2856, 8, EASY
2857, 9, EASY
2858, 9, EASY
2859, 8, EASY
2860, 6, EASY
2861, 2, EASY
2862, 8, EASY
2863, 9, HARD
2864, 2, EASY
2865, 3, EASY
2866, 6, EASY
2867, 1, EASY
2868, 1, EASY
2869, 8, EASY
2870, 9, EASY
2871, 3, EASY
2872, 4, EASY
2873, 0, EASY
2874, 7, EASY
2875, 9, EASY
2876, 6, EASY
2877, 4, EASY
2878, 1, EASY
2879, 4, EASY
2880, 1, EASY
2881, 3, EASY
2882, 4, EASY
2883, 9, EASY
2884, 3, EASY
2885, 1, EASY
2886, 4, EASY
2887, 7, EASY
2888, 7, EASY
2889, 4, EASY
2890, 7, EASY
2891, 2, EASY
2892, 9, EASY
2893, 3, EASY
2894, 0, EASY
2895, 8, EASY
2896, 8, HARD
